Tweet	Cleaned_Text	Sentiment
RT USER: USER jangan sampai Indonesia diambil alih sama cina... Apa perlu kita semua BoikotProdukChina ???	['indonesia ambil alih cina boikot produk cina']	negative
USER USER USER USER Ga penting ngpain lu komen. Kan tolol \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'	['ngapain komen tolol xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82']	negative
USER Kalo dia mah banyak yang mau bloon'	['']	negative
USER fiks dia sinting'	['fix sinting']	neutral
Mamat tu masuk dalam Van! Celah mana kereta lai rosak tu setan. Dasarrrr'	['mamat masuk van celah kereta lai rusak setan dasarrrr']	negative
"Dagangan Islam Nusantara, lah ngapa baru rame skg?, dulu"" kemana aja?, And, semoga ada juga Kristen Nusantara dll yang berbau Nusantara..',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['dagang islam nusantara ramai mana and moga kristen nusantara bau nusantara 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER 1. Bangsat\n2. Cebong\n3. Kecoak\n4. Bajingan\n5. Taik ayam\n6. Uanjing\n7. Bodat\n8. Cecurut\n9. Borax\n10. Kucirap'	['1 bangsat n2 cebong n3 kecoak n4 bajing n5 tai ayam n6 anjing n7 monyet n8 cecurut n9 boraks n10 kucirap']	negative
RT USER: USER Manis cuman di awal. Butut Goblog!!!!! #SolerOut #HerjosOut'	['manis butut goblok soler out herjos out']	negative
USER Aku mau ngentot sama kamu'	['ngentot']	negative
USER USER USER Udah menghina tapi ngga malu menggunakan fasilitas yg pemerintah bikin! Bani daster ngga tau malu! Ngga punya harga diri makan gaji Dr negara yg Dia hina! Haram! !!'	['hina malu fasilitas perintah bikin bani daster tau malu harga makan gaji negara hina haram']	negative
Menhub: Presiden Jokowi Berikan Berbagai Ide dan Arahan Penting Dalam Proses Pembangunan Bandara Kertajati	['menteri hubung presiden jokowi ide arah proses bangun bandara ajati']	positive
"dapet kabar kalo di barel ui ada bom. yaAllah kasian bgt ya yg kost deket situ:')"",0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['kabar barel oi bom ya allah kasihan banget ya indekos situ 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER Ga juga. Ga ada orang kaya di sekolah2 negeri ;)\n\nYg beneran beragam kayaknya sekolah2 Kristen yg ga mahal. Kaya, miskin, macam2 etnis',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['orang kayak sekolah sekolah negeri benar agam kayak sekolah sekolah kristen mahal kayak miskin etnis 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER USER USER USER Maksud saya, pendidikan jangan dibatasi. Helen Keller wanita bisu tuli dan buta bisa mendapatkan gelar sarjana &amp; berprestasi. Steven Hawking bisa tetap mengembangkan ilmu didalam kelumpuhannya. Tidak,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['maksud didik batas helen keller wanita bisu tuli buta gelar sarjana amp prestasi steven hawking kembang ilmu lumpuh 0 0 0 0 0 0 0 0 0 0 0 0']	neutral
Besok kalau Prabowo nyapres lagi dan teriak-teriak masalah ketimpangan jangan dipercaya. Dia aja ngatain wartawan gaji kecil kok	['besok prabowo calon presiden teriak teriak timpang percaya maki wa awan gaji']	negative
#IndonesiaKuasaiFreeport\nSebagai penghuni freeport ikut bangga si.. yaa semoga tenaga kerja asing ny jg dibatasi lg.. lebih banyak tenaga kerja indonesia yg butuh..'	['indonesiakuasaifreepo huni freepo bangga sih ya moga tenaga kerja asing nya batas tenaga kerja indonesia butuh']	positive
USER USER Sabar saja.. sy fikir ini sebagian dari golongan rakyat indonesia yg bentuk fisiknya manusia tp punya jiwa komunis.. karena golongan komunis itu amat krisis sifat kemanusiaan'	['sabar pikir golong rakyat indonesia bentuk fisik manusia jiwa komunis golong komunis krisis sifat manusia']	negative
USER perek doyan di gagahin :*'	['perek suka gagah']	negative
maksutnya kelas bawah hrs diem gk boleh bicara ya Pak USER itu namanya otoriter	['maksud kelas diam bicara ya nama otoriter']	negative
Emang kalo temennya makan sampah kita jg harus makan sampah gtu? Kan gk sih ya.'	['teman makan sampah makan sampah sih ya']	negative
USER USER USER USER USER USER USER USER USER USER USER USER USER Daripada kau Bodat KOMUNIS TOLOL'	['monyet komunis tolol']	negative
Karena itu Presiden Joko Widodo menginstruksikan Badan Pengawas Keuangan dan	['presiden joko widodo instruksi badan awas uang']	neutral
USER // Kucingnya sipit.'	['kucing sipit']	positive
Ratusan Ulama dan Satri Desak Penganugerahan Gelar Pahlawan Nasional untuk KH Ahmad Sanusi | Pikiran Rakyat	['ratus ulama santri desak anugerah gelar pahlawan nasional kh ahmad sanusi pikir rakyat']	neutral
Soal Munir juga ada kaitannya dengan mengapa Rezim Jokowi sangat anti Islam. Setelah saya twitkan semoga menjadi jelas sejelasnya.	['munir kait rezim jokowi anti islam twitkan moga jelas']	negative
USER USER anaknya pak soemitro begawan ekonomi ...tapi pola pikir admin gerinda ini kayak ngak pernah kuliah...jangan sampai kau fakir ilmu...	['anak soemitro begawan ekonomi pola pikir admin gerinda kayak kuliah fakir ilmu']	negative
Trs temenku liatkan ke aku ss-an story si istri ini tadi. Si istri curhat habis-habisan dan ngatai si suami ini bajingan + nge-mention akun si suami'	['teman lihat screenshoot an cerita sih istri sih istri curhat habis habis katai sih suami bajing nge mention akun sih suami']	negative
Monyet ngebut nabrak anak kecil ! LOL URL	['monyet ngebut tabrak anak wkwk uniform resource locator']	positive
USER haduh tolol yh pendukung rezim ini yah kaya gini....'	['aduh tolol ya dukung rezim ya kayak']	negative
USER USER DIKTATOR JOKOWI jongos organisasi jagal manusia NU lagi ngatur siasat kampanye.	['diktator jokowi jongos organisasi jagal manusia nu atur siasat kampanye']	negative
RT USER Ngawur...sembarang aja Pansus hanya menghambat KPK utk penyelidikan teman2nya yg koruptor bubarkan DPR yg sarang koruptor	['ngawur sembarang panitia khusus hambat komisi berantas korupsi lidi teman teman koruptor bubar dewan wakil rakyat sarang koruptor']	negative
USER Sehat om?????klo ga sehat minum kencing onta dulu'	['sehat om sehat minum kencing onta']	negative
RT USER :kirim bantuan pencitraan	['kirim bantu citra']	neutral
USER EH ANJING G USAH BANYAK BACOD LUH. GUE TANTANG DUEL LUH BANGSAD'	['eh anjing bacot gue tantang duel bangsat']	negative
USER USER Dasar..kunyuk nih nyariduit..modal nipu..bangsat Abu..'	['dasar kunyuk nih cari duit modal tipu bangsat abu']	negative
"USER USER Tak baca brita nya..sy kira ni aki"" mngkin dah punya gangguan jiwa.seandai nya nnti 2019 amin kalah.bisa"" nanti malaikat di bilang kafir dan pro aseng.kasian malaikat,gk ngerti urusan capres tp di bawa"" ma aki"" gila.',1,1,1,0,0,0,1,0,0,1,0,0;;;;;;;;;;;;"	['baca berita nya nih aki ganggu jiwa anda nya 2019 amin kalah malaikat bilang kafir pro asing kasihan malaikat nge i urus calon presiden bawa aki gila 1 1 1 0 0 0 1 0 0 1 0 0']	negative
"USER USER Cari simpati ummat muslim jabar buat pilpres 2019...; Mudah""an ulama &amp; ummat islam jabar tidak terkesima &amp; terpengaruh dg trik dan gaya kemunafikannya si mukidi...,1,0,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;"	['cari simpati umat muslim jabar pilih presiden 2019 mudah an ulama amp umat islam jabar kesima amp pengaruh trik gaya munafik sih mukidi 1 0 1 0 0 0 0 0 1 1 0 0']	negative
USER MAMPUS W MAMPUS YUGI MAMPUS LO ONTA ARAB'	['mampus gue mampus yugi mampus onta arab']	negative
USER ; ; -thaqeef; -jdt; -alya; -spek bulat; - tudung ala ala ustazah sekolah agama ð???	['terima kasih johor darul takzim alya spesifikasi bulat tudung ala ala ustazah sekolah agama']	negative
"Jika tidak ada demo berjilid-jilid atas pernyataan USER soal kitab suci adalah fiksi, maka hampir bisa dipastikan tujuan utama gerakan ""Bela Islam"" berjilid-jilid versi 212 dst adalah motif politik untuk menjatuhkan Ahok. Ahok telah menjadi korban.,1,0,0,1,1,0,0,0,0,0,1,0;;;;;;;;;;;;"	['demo jilid jilid nyata kitab suci fiksi tuju utama gera bela islam jilid jilid versi 212 motif politik jatuh ahok ahok korban 1 0 0 1 1 0 0 0 0 0 1 0']	negative
USER USER USER USER Ketahuan kan akhirnya...ngaku sendiri maksa org dipenjara.. Bajingan berkedok agama	['tahu aku paksa orang penjara bajing kedok agama']	negative
tolak berita hoax dan siap mensukseskan pilkada dami di kota kediri:	['tolak berita hoaks sukses pilih kepala daerah dami kota diri']	neutral
USER USER USER USER Yg dongo elu bong.. Yg kampret juga elu kalabong.. Jd ngapain marah2... Dan siapa juga yg nyuruh elu ladenin...elu aja baru netas.. Bong bong'	['dongok bong kampret kalabong marah marah suruh laden tetas bong bong']	negative
Pndukung Prabowo spt ARB, SDA adl org2 bejad tabiatnya kasar termasuk org ini &gt;&gt; USER',1,1,0,1,0,0,0,0,1,0,1,0;;;;;;;;;;;;	['dukung prabowo surat pemberitahuan tahun arb sda orang orang bejat tabiat kasar orang 1 1 0 1 0 0 0 0 1 0 1 0']	negative
"USER ""BACOT LO. ALBUM-ALBUM GUE, BELINYA JUGA PAKE DUIT GUE. GA NGERUGIIN EMAK BAPAK LO INI \xf0\x9f\x98\x91\xf0\x9f\x98\x91\xf0\x9f\x98\x91""\n\xf0\x9f\x94\x9d\xf0\x9f\x94\x9d\xf0\x9f\x94\x9d\nAkibat terlalu sering diceramahin beli album',1,1,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;"	['bacot album album gue beli pakai duit gue rugi emak xf0 x9f x98 x91 xf0 x9f x98 x91 xf0 x9f x98 x91 xf0 x9f x94 x9d xf0 x9f x94 x9d xf0 x9f x94 x9d akibat dicerahami beli album 1 1 1 0 0 0 0 0 1 1 0 0']	negative
USER kalo aku: bodo amat-in atau ngelakuin hal2 yg disuka buat nge-distract dari pikiran2 begitu'	['bodoh in suka nge distract pikir pikir']	negative
Nama: Jonru Ginting Status: Terlapor Kasus: Ujaran Kebencian (diduga) Mendukung Anies-Sandi	['nama jonru ginting status lapor ujar benci duga dukung anies sandi']	negative
USER nga usah ngomong luh geblek!!'	['bicara geblek']	neutral
USER mm kalau dipercayain sama org lain sering noob \xf0\x9f\x98\x9f'	['mm percaya orang noob xf0 x9f x98 x9f']	positive
BUBARKAN ILUNI UI	['bubar ikat alumni universitas indonesia oi']	negative
USER USER Kampret yang sebenarnya antek asing.'	['kampret antek asing']	negative
Buku Langka&gt; Tuanku Rao; Teror Agama Islam Mazhab Hambali di Tanah Batak 1816-1833. Tahun 1964. 690 hlm. Hardcover. Minat?	['buku langka tuanku rao teror agama islam mazhab hambali tanah batak 1816 1833 1964 690 halaman hard cover minat']	negative
Calon Presiden Diminta Tes Urine Dia juga minta BNN lakukan tes urine ke semua c #InfoTech #TechDigital	['calon presiden tes urine badan narkotika nasional laku tes urine c informasi teknologi teknologi digital']	neutral
USER gak potonya.. berarti diumpetin.. \n\nberbusa sabun soklin\nmawar cap buaya\nbiasa dikibulin\n wajar ku tak percaya'	['foto bera i sembunyi busa sabun so klin mawar cap buaya kibul wajar ku percaya']	positive
